iceberg_id,datetime,latitude,longitude,target_latitude,target_longitude,predicted_latitude,predicted_longitude,prediction_error_km,predicted_movement_km,trajectory_uncertainty,movement_risk,iceberg_risk_score,iceberg_risk_level
a43c,2002-01-31,-62.3305,-51.7617,-62.3305,-51.7617,-62.29896456809739,-51.7618814845905,3.5065925719919857,3.5065925719919857,0.23308827687918157,0.3300006760725872,27.18532365565438,Moderate
a43c,2002-02-01,-62.3305,-51.7617,-62.3448,-51.6642,-62.31861973932338,-51.75692740506571,5.603396714101654,1.3438233000467983,0.3724658790395133,0.1264653900996606,27.40656834635722,Moderate
a43c,2002-02-02,-62.3448,-51.6642,-62.3448,-51.6642,-62.345114438904446,-51.61872205332838,2.3474140804089143,2.3474140804089143,0.15603600700426423,0.2209119587329756,18.198638769574877,Low
a43c,2002-02-03,-62.3448,-51.6642,-62.2714,-51.6353,-62.332568337183396,-51.627937423774256,6.812245333153677,2.313870794630475,0.45281979408318496,0.21775524555420647,35.87939746715935,Moderate
a43c,2002-02-04,-62.2714,-51.6353,-62.2447,-51.5615,-62.23457298941686,-51.63523444848781,3.9814014793860157,4.094978146444903,0.2646495112681804,0.38537284531508337,31.29388448869416,Moderate
a43c,2002-02-05,-62.2447,-51.5615,-62.2447,-51.5615,-62.21343655827291,-51.52794390603148,3.8868274975647945,3.8868274975647945,0.25836304199416693,0.3657840697601398,30.13314531005561,Moderate
a43c,2002-02-06,-62.2447,-51.5615,-62.1653,-51.6503,-62.21800023985284,-51.55346648049567,7.718269195322187,2.9979068248139575,0.5130445098175003,0.2821289495942873,42.06782857282151,Moderate
a43c,2002-02-07,-62.1653,-51.6503,-62.143,-51.6552,-62.13431973961231,-51.67758506904022,1.5115375160103366,3.725030866381685,0.10047408354742073,0.35055760800830804,20.050749333177563,Low
a43c,2002-02-08,-62.143,-51.6552,-62.143,-51.6552,-62.1071802901729,-51.661138762754376,3.994918590702401,3.994918590702401,0.26554801319574556,0.3759563760890076,30.97113583530504,Moderate
a43c,2002-02-09,-62.143,-51.6552,-62.0782,-51.5723,-62.11072562285674,-51.57382184886461,3.617551289691171,5.547610502319613,0.2404638632303882,0.5220781082396707,35.31095612341012,Moderate
a43c,2002-02-10,-62.0782,-51.5723,-62.0782,-51.5723,-62.031586258082534,-51.55735315953788,5.241403192067944,5.241403192067944,0.3484036463848847,0.493261353134296,40.63467290846492,Moderate
a43c,2002-02-11,-62.0782,-51.5723,-62.0782,-51.5723,-62.05430364088851,-51.541831432529875,3.0950458782623262,3.0950458782623262,0.20573217327508433,0.2912705743062803,23.99475336875627,Low
a43c,2002-02-12,-62.0782,-51.5723,-62.0782,-51.5723,-62.06121141327488,-51.530486789667435,2.88291250551089,2.88291250551089,0.191631361359227,0.27130699000376607,22.350161281704263,Low
a43c,2002-02-13,-62.0782,-51.5723,-62.1169,-51.5079,-62.05462630808506,-51.54134241070932,7.139999450154779,3.0775640986951194,0.47460608399380505,0.28962538771625307,40.06138054827842,Moderate
a43c,2002-02-14,-62.1169,-51.5079,-62.1169,-51.5079,-62.12588372596611,-51.477703523581624,1.8609060375358566,1.8609060375358566,0.1236971141694102,0.17512734595953952,14.426920688546192,Low
a43c,2002-02-15,-62.1169,-51.5079,-62.1169,-51.5079,-62.10640561217595,-51.48677125790829,1.6029252079040943,1.6029252079040943,0.10654875552431962,0.15084911960606082,12.42689011570161,Low
a43c,2002-02-16,-62.1169,-51.5079,-62.0606,-51.2838,-62.104790964682,-51.49240233058151,11.920000583778693,1.569306937242899,0.7923396686183832,0.14768534970156819,53.44779410516573,High
a43c,2002-02-17,-62.0606,-51.2838,-62.0351,-51.2498,-62.01467692669691,-51.23177904602073,2.457790498366986,5.782036435087965,0.16337288704999145,0.5441396151624887,31.567957829499033,Moderate
a43c,2002-02-18,-62.0351,-51.2498,-62.0351,-51.2498,-62.005432888354534,-51.208221888676064,3.9480476507696984,3.9480476507696984,0.262432434068623,0.3715454154346414,30.607762661503035,Moderate
a43c,2002-02-19,-62.0351,-51.2498,-62.0351,-51.2498,-62.01781693656436,-51.24470030616513,1.940108788194946,1.940108788194946,0.1289618354896665,0.18258100951688302,15.040950510055312,Low
a43c,2002-02-20,-62.0351,-51.2498,-61.9926,-51.2367,-62.024203773245866,-51.23508924287401,3.515184541349982,1.4340769326289278,0.23365939750170556,0.13495903718258656,19.417925337405794,Low
a43c,2002-02-21,-61.9926,-51.2367,-61.9926,-51.2367,-61.96636405468437,-51.222123815834095,3.015035583289554,3.015035583289554,0.20041377331702923,0.28374091384767075,23.37446295292858,Low
a43c,2002-02-22,-61.9926,-51.2367,-61.9926,-51.2367,-61.97844265105982,-51.20668911057311,2.221468861056475,2.221468861056475,0.1476642462258644,0.20905942477554315,17.222231764573593,Low
a43c,2002-02-23,-61.9926,-51.2367,-61.9447,-51.0929,-61.97858294743609,-51.22844443417367,8.024215831124101,1.6171635885758158,0.5333812249310956,0.15218907432032572,38.09043646867877,Moderate
a43c,2002-02-24,-61.9447,-51.0929,-61.9447,-51.0929,-61.92618927923012,-51.08810197001242,2.0735460845953626,2.0735460845953626,0.13783160545889941,0.19513861269472274,16.075440835322873,Low
a43c,2002-02-25,-61.9447,-51.0929,-61.9447,-51.0929,-61.92725603886179,-51.05619067294492,2.7294929453674017,2.7294929453674017,0.18143334143554554,0.25686888305786854,21.160755808447473,Low
a43c,2002-02-26,-61.9447,-51.0929,-61.8654,-50.738,-61.93244249822754,-51.038217151499225,17.4017956804245,3.1684891995710402,1.0,0.2981822257705745,71.92728903082298,High
a43c,2002-02-27,-61.8654,-50.738,-61.8251,-50.6112,-61.827467309836464,-50.5960761411977,0.8365037602370747,8.557802519380438,0.055603614070811255,0.8053632006318209,35.55074486952151,Moderate
a43c,2002-02-28,-61.8251,-50.6112,-61.8251,-50.6112,-61.79201201832235,-50.54883337931636,4.926441662178261,4.926441662178261,0.327467698230659,0.46362075027936894,38.19289190501431,Moderate
a43c,2002-03-01,-61.8251,-50.6112,-61.8251,-50.6112,-61.80809779993668,-50.580282127761336,2.4921161772771496,2.4921161772771496,0.16565456454334593,0.23452967702082114,19.320460953433603,Low
a43c,2002-03-02,-61.8251,-50.6112,-61.7759,-50.4848,-61.81420690523585,-50.60440777452533,7.59310754575782,1.2626786172056301,0.5047248340555279,0.11882897393567222,35.036649000758565,Moderate
a43c,2002-03-03,-61.7759,-50.4848,-61.7759,-50.4848,-61.754176969152155,-50.47382618958639,2.4835147230581,2.4835147230581,0.16508281344839779,0.23372020581787462,19.253777039618853,Low
a43c,2002-03-04,-61.7759,-50.4848,-61.7612,-50.3986,-61.75908211896026,-50.443735707618515,2.386391656158891,2.857062439355964,0.1586269028046648,0.2688742753006716,20.272585180306752,Low
a43c,2002-03-05,-61.7612,-50.3986,-61.7299,-50.2069,-61.74484744243266,-50.36444741563173,8.460109488861432,2.5566731893950068,0.5623557064252036,0.24060504996670548,43.36554438418043,Moderate
a43c,2002-03-06,-61.7299,-50.2069,-61.7299,-50.2069,-61.70124139099623,-50.0743649364469,7.675957424247101,7.675957424247101,0.5102319852344132,0.7223739534892643,59.50887725363536,High
a43c,2002-03-07,-61.7299,-50.2069,-61.7299,-50.2069,-61.71476437720928,-50.15332736407265,3.2858422803838225,3.2858422803838225,0.21841468591155627,0.30922616521102675,25.473927763134448,Moderate
a43c,2002-03-08,-61.7299,-50.2069,-61.7299,-50.2069,-61.72214421920158,-50.18054157405348,1.6343924453154948,1.6343924453154948,0.10864042827950511,0.15381045868572465,12.670844044199292,Low
a43c,2002-03-09,-61.7299,-50.2069,-61.7455,-50.1345,-61.72346113084931,-50.18649177800552,3.6743352768223025,1.291530617889365,0.2442383769336458,0.12154419663012703,19.516070481223828,Low
a43c,2002-03-10,-61.7455,-50.1345,-61.7255,-50.029,-61.741804640004005,-50.07362779376106,2.9681033512536317,3.230648046817559,0.1972941200152107,0.3040319106695508,23.998923627694673,Low
a43c,2002-03-11,-61.7255,-50.029,-61.7255,-50.029,-61.71110776611597,-49.98033027302324,3.0225848589140183,3.0225848589140183,0.20091558457991934,0.2844513659486162,23.43298971273981,Low
a43c,2002-03-12,-61.7255,-50.029,-61.6965,-49.9407,-61.709292356963836,-50.01211020908471,4.023923527355363,2.009927758445349,0.26747601326037473,0.18915157821350134,23.614623924162537,Low
a43c,2002-03-13,-61.6965,-49.9407,-61.6965,-49.9407,-61.67502203174013,-49.899474728006396,3.2297099897819495,3.2297099897819495,0.21468349141859594,0.3039436313928483,25.038754740829688,Moderate
a43c,2002-03-14,-61.6965,-49.9407,-61.7068,-49.8229,-61.682604884430404,-49.905135497750905,5.1027471794411605,2.4299344752915832,0.33918698080467,0.22867784129331767,29.498332500012907,Moderate
a43c,2002-03-15,-61.7068,-49.8229,-61.7068,-49.8229,-61.70180039568429,-49.71950694906337,5.478010836142876,5.478010836142876,0.36413129849205245,0.5155281779523029,42.46900502761527,Moderate
a43c,2002-03-16,-61.7068,-49.8229,-61.7068,-49.8229,-61.695040895858064,-49.7850122322688,2.3871866748752075,2.3871866748752075,0.15867974884790148,0.22465490371263191,18.506981079379365,Low
a43c,2002-03-17,-61.7068,-49.8229,-61.7141,-49.7233,-61.69056738513317,-49.81243940611449,5.378221542586399,1.8873483618002445,0.3574981599085024,0.1776157972708995,28.554521485346125,Moderate
a43c,2002-03-18,-61.7141,-49.7233,-61.7184,-49.6238,-61.70799765150111,-49.64823996276513,1.7310217011061482,4.013242597390107,0.11506351458507108,0.3776808235322607,22.011043816394693,Low
a43c,2002-03-19,-61.7184,-49.6238,-61.7216,-49.5322,-61.71411244031907,-49.55212191759392,1.339719093902993,3.806578553100962,0.08905306467428997,0.3582319503212588,19.672461893307748,Low
a43c,2002-03-20,-61.7216,-49.5322,-61.7229,-49.4919,-61.71884188904853,-49.462239740424366,1.6263709399198854,3.698359609184105,0.1081072272211405,0.3480476121287732,20.40833811841936,Low
a43c,2002-03-21,-61.7229,-49.4919,-61.7229,-49.4919,-61.712919040280674,-49.44152712051334,2.8766379839014298,2.8766379839014298,0.1912142848383127,0.2707165032760828,22.301517221342078,Low
a43c,2002-03-22,-61.7229,-49.4919,-61.7226,-49.3588,-61.71597335214432,-49.45722069307169,5.237215490514119,1.9827213993802233,0.3481252838094713,0.18659122462219008,28.35116601345588,Moderate
a43c,2002-03-23,-61.7226,-49.3588,-61.7226,-49.3588,-61.71793545664253,-49.30806104593381,2.7228646149964923,2.7228646149964923,0.1809927467348434,0.25624509986700017,21.10936879877061,Low
a43c,2002-03-24,-61.7226,-49.3588,-61.6337,-49.2369,-61.71219621219519,-49.33624462961441,10.181336254154854,1.6584645230600634,0.6767681374686719,0.1560758493084131,46.84912222045684,Moderate
a43c,2002-03-25,-61.6337,-49.2369,-61.6337,-49.2369,-61.599762180060196,-49.217723794993105,3.90747315189296,3.90747315189296,0.25973538847970734,0.36772700431737154,30.293203481477306,Moderate
a43c,2002-03-26,-61.6337,-49.2369,-61.649,-49.1636,-61.603316685577155,-49.174791064116846,5.114058785084046,4.710709733297505,0.3399388795821602,0.44331851073499806,38.129073204329536,Moderate
a43c,2002-03-27,-61.649,-49.1636,-61.6388,-49.1082,-61.65188483226362,-49.11705135936026,1.5282099889115772,2.4786531566368475,0.10158232692046176,0.23326269038862307,15.42544723077263,Low
a43c,2002-03-28,-61.6388,-49.1082,-61.6474,-49.0589,-61.61488629175419,-49.05184546011728,3.6345209484179044,3.9922737761013494,0.24159186097481825,0.3757074761702076,29.5238107052974,Moderate
a43c,2002-03-29,-61.6474,-49.0589,-61.659,-49.0247,-61.64318635695726,-49.00969234846309,1.928693285908975,2.640540078359993,0.12820303055213259,0.2484976492608482,17.632087803561884,Low
a43c,2002-03-30,-61.659,-49.0247,-61.6743,-48.9763,-61.65212567716799,-48.984419857983994,2.5026389453639832,2.2596866320560527,0.16635402814825684,0.21265604742528646,18.48748358590687,Low
a43c,2002-03-31,-61.6743,-48.9763,-61.6743,-48.9763,-61.67928500990275,-48.93632975610103,2.1803033142923662,2.1803033142923662,0.14492791282954268,0.20518539094236918,16.903090407467328,Low
a43c,2002-04-01,-61.6743,-48.9763,-61.6743,-48.9763,-61.648862886318874,-48.94025357760361,3.408835634636281,3.408835634636281,0.22659023194997463,0.3208009031432097,26.427450042726864,Moderate
a43c,2002-04-02,-61.6743,-48.9763,-61.7593,-48.7996,-61.66723189246376,-48.93612036890687,12.512245931313993,2.261111589932406,0.8317070729325651,0.21279014828043785,58.414030307171416,High
a43c,2002-04-03,-61.7593,-48.7996,-61.7593,-48.7996,-61.76115060275133,-48.75860037614774,2.166916792469388,2.166916792469388,0.14403809137436543,0.20392560351022568,16.799309622870954,Low
a43c,2002-04-04,-61.7593,-48.7996,-61.7444,-48.6496,-61.752208990484945,-48.72081881577793,3.8477622071521806,4.219856120244866,0.2557663156733534,0.39712494223952094,31.230976629982045,Moderate
a43c,2002-04-05,-61.7444,-48.6496,-61.7444,-48.6496,-61.732686654739794,-48.59156998773042,3.321335111159625,3.321335111159625,0.2207739456764843,0.312566347428173,25.749090637715977,Moderate
a43c,2002-04-06,-61.7444,-48.6496,-61.7335,-48.5986,-61.72771905056084,-48.5539222045237,2.4391344224937734,5.368480756735078,0.16213279072019626,0.5052204505751458,29.936785466217607,Moderate
a43c,2002-04-07,-61.7335,-48.5986,-61.7097,-48.4862,-61.71687770488444,-48.557023917973254,3.8163496321882597,2.865679651881548,0.2536782764100639,0.2696852294964961,26.00810576446368,Moderate
a43c,2002-04-08,-61.7097,-48.4862,-61.6858,-48.3739,-61.68369424709256,-48.393508376139124,1.0603655415970157,5.678335958047322,0.07048403025975308,0.5343805037659166,25.60426196622185,Moderate
a43c,2002-04-09,-61.6858,-48.3739,-61.6749,-48.3229,-61.659990551132076,-48.28824073702475,2.4685710516191133,5.353780816441355,0.16408948600745607,0.5038370591101945,29.998851524855148,Moderate
a43c,2002-04-10,-61.6749,-48.3229,-61.6749,-48.3229,-61.65059118052098,-48.25121485141037,4.649882754999064,4.649882754999064,0.3090844279172307,0.4375941662182539,36.048832323763996,Moderate
a43c,2002-04-11,-61.6749,-48.3229,-61.6501,-48.2263,-61.660634323298716,-48.30074404059829,4.100932459185515,1.9706038677291347,0.27259490827200694,0.18545086013584242,23.773728901754115,Low
a43c,2002-04-12,-61.6501,-48.2263,-61.6501,-48.2263,-61.62492603601245,-48.18693580205414,3.487010307230549,3.487010307230549,0.23178661543522253,0.32815781566675584,27.033509552783585,Moderate
a43c,2002-04-13,-61.6501,-48.2263,-61.6622,-48.1016,-61.6343061359074,-48.198025919732885,5.962046752181407,2.3052453261374177,0.39630586548286945,0.2169435144004686,32.456092504990906,Moderate
a43c,2002-04-14,-61.6622,-48.1016,-61.7284,-48.0738,-61.66134230646565,-48.04295352887729,7.631784186884436,3.0969183832543545,0.5072957262965264,0.2914467932141323,42.095615306356876,Moderate
a43c,2002-04-15,-61.7284,-48.0738,-61.7284,-48.0738,-61.775970425621175,-48.024061189662206,5.901831295117897,5.901831295117897,0.3923032570131741,0.5554133471368427,45.75472930626415,Moderate
a43c,2002-04-16,-61.7284,-48.0738,-61.7687,-47.962,-61.71994825928117,-48.06229093031186,7.566919507857797,1.1183614122926642,0.5029840773227047,0.10524747730826942,34.388943731693054,Moderate
a43c,2002-04-17,-61.7687,-47.962,-61.7687,-47.962,-61.77789493591915,-47.9178330268208,2.5378488609890213,2.5378488609890213,0.16869448213417268,0.23883351792440188,19.675009645026435,Low
a43c,2002-04-18,-61.7687,-47.962,-61.7687,-47.962,-61.7638339855406,-47.95291743553372,0.7218220698234858,0.7218220698234858,0.04798055634189176,0.06792969703650219,5.596021261973593,Low
a43c,2002-04-19,-61.7687,-47.962,-61.8233,-47.9067,-61.76450316889739,-48.00039593920343,8.184894821750069,2.0729289584471915,0.5440617896921216,0.19508053578902654,40.446928813088356,Moderate
a43c,2002-04-20,-61.8233,-47.9067,-61.8233,-47.9067,-61.850726302494756,-47.88500950284771,3.2551992491836703,3.2551992491836703,0.21637779933458476,0.3063423910612346,25.23636360252447,Moderate
a43c,2002-04-21,-61.8233,-47.9067,-61.8233,-47.9067,-61.81765408874031,-47.88414697787553,1.3403769249123798,1.3403769249123798,0.08909679165234849,0.12614105640505296,10.391449755343029,Low
a43c,2002-04-22,-61.8233,-47.9067,-61.8233,-47.9067,-61.81120851241494,-47.895046061023095,1.4772526059547177,1.4772526059547177,0.09819511601875736,0.13902224130307725,11.45259661324853,Low
a43c,2002-04-23,-61.8233,-47.9067,-61.8233,-47.9067,-61.81756304777684,-47.860239655724,2.521669482636568,2.521669482636568,0.1676190154685351,0.23731089854814777,19.549576870038017,Low
a43c,2002-04-24,-61.8233,-47.9067,-61.8233,-47.9067,-61.816898387060725,-47.87752373701164,1.689360418826501,1.689360418826501,0.11229422893246852,0.1589834201999469,13.096990543945989,Low
a43c,2002-04-25,-61.8233,-47.9067,-61.8233,-47.9067,-61.81344724373094,-47.872551502271904,2.1014514028977103,2.1014514028977103,0.13968651230231532,0.19776474439286987,16.291780513853716,Low
a43c,2002-04-26,-61.8233,-47.9067,-61.8233,-47.9067,-61.816565987433094,-47.85375629820925,2.879206886258718,2.879206886258718,0.1913850434912323,0.2709582591964714,22.321432977332794,Low
a43c,2002-04-27,-61.8233,-47.9067,-61.8233,-47.9067,-61.81662585506133,-47.883707726423864,1.417198471501559,1.417198471501559,0.09420323089615651,0.1333706280735316,10.987018976710655,Low
a43c,2002-04-28,-61.8233,-47.9067,-61.8233,-47.9067,-61.807536061887554,-47.926732378659295,2.0443632401554686,2.0443632401554686,0.13589177960651533,0.19239225474261668,15.849196966095585,Low
a43c,2002-04-29,-61.8233,-47.9067,-61.8233,-47.9067,-61.81307445334245,-47.9069345325928,1.1370956133758312,1.1370956133758312,0.07558438904069358,0.10701052759033082,8.815484446054848,Low
a43c,2002-04-30,-61.8233,-47.9067,-61.8233,-47.9067,-61.81343127189442,-47.892029131283635,1.340796379976215,1.340796379976215,0.08912467343674468,0.1261805307528153,10.394701636317292,Low
a43c,2002-05-01,-61.8233,-47.9067,-61.8233,-47.9067,-61.81469906141859,-47.87770310940681,1.7981376166993905,1.7981376166993905,0.11952480650753433,0.169220294915889,13.940300187087617,Low
a43c,2002-05-02,-61.8233,-47.9067,-61.8233,-47.9067,-61.81544541035007,-47.877371803553814,1.7705011225207152,1.7705011225207152,0.11768776879219188,0.16661946189180654,13.726044603203775,Low
a43c,2002-05-03,-61.8233,-47.9067,-61.8967,-47.7796,-61.811693586913975,-47.90104835739112,11.398505080367233,1.3242623756350373,0.7576751087087706,0.12462453800522438,50.44548804273521,High
a43c,2002-05-04,-61.8967,-47.7796,-61.8967,-47.7796,-61.89802092923171,-47.71948127101484,3.152361494443898,3.152361494443898,0.2095420251297701,0.2966644692915454,24.439100279448024,Low
a43c,2002-05-05,-61.8967,-47.7796,-61.8967,-47.7796,-61.88839665354215,-47.712888774376495,3.614698437451777,3.614698437451777,0.24027423001836853,0.34017437260468175,28.023428705289383,Moderate
a43c,2002-05-06,-61.8967,-47.7796,-61.8967,-47.7796,-61.885998074887965,-47.76686692273125,1.3642159242783096,1.3642159242783096,0.09068140439838301,0.12838451233731196,10.57626475739546,Low
a43c,2002-05-07,-61.8967,-47.7796,-61.9841,-47.6318,-61.88515556115296,-47.772553135497475,13.23885438312986,1.3357163229224431,0.8800057870039862,0.12570245346615758,57.828445358885475,High
a43c,2002-05-08,-61.9841,-47.6318,-61.9841,-47.6318,-61.98599376650793,-47.586162603925516,2.392855317083962,2.392855317083962,0.15905655168927996,0.2251883719507854,18.550927979388213,Low
a43c,2002-05-09,-61.9841,-47.6318,-61.9841,-47.6318,-61.978427202242784,-47.58882211658661,2.3318839130843396,2.3318839130843396,0.15500369433405456,0.219450435726977,18.078239089122356,Low
a43c,2002-05-10,-61.9841,-47.6318,-62.0565,-47.5258,-61.960875022198515,-47.63452431440251,12.052231406507698,2.5864197123976163,0.801129242538775,0.2434044549446535,57.803932750112644,High
a43c,2002-05-11,-62.0565,-47.5258,-62.0822,-47.4333,-62.065822095985396,-47.48395072285473,3.2052987140227382,2.414131412256371,0.2130608386335007,0.22719063644172144,21.8712757756789,Low
a43c,2002-05-12,-62.0822,-47.4333,-62.0822,-47.4333,-62.08701352347119,-47.3833433610302,2.6551415849395825,2.6551415849395825,0.17649109903642404,0.24987177726232446,20.584337032678423,Low
a43c,2002-05-13,-62.0822,-47.4333,-62.0822,-47.4333,-62.07647810228807,-47.40574897156509,1.5692628618006033,1.5692628618006033,0.10431117072144185,0.14768120182140898,12.16591831614287,Low
a43c,2002-05-14,-62.0822,-47.4333,-62.1428,-47.2289,-62.06820828121333,-47.41747465215832,12.846419669823685,1.7605852576880092,0.8539200843641299,0.16568629328682702,57.862656793320866,High
a43c,2002-05-15,-62.1428,-47.2289,-62.1606,-47.0805,-62.14659985865894,-47.089785278927565,1.6297363962639657,7.240007353606858,0.10833093396894443,0.6813472829846131,33.75374735752119,Moderate
a43c,2002-05-16,-62.1606,-47.0805,-62.1606,-47.0805,-62.15847758596856,-46.948728766666164,6.846852092914485,6.846852092914485,0.45512015542697126,0.6443479740639663,53.08112828817693,High
a43c,2002-05-17,-62.1606,-47.0805,-62.2135,-46.9043,-62.14639008692438,-47.0460988060203,10.480158140678927,2.3852097358290214,0.6966312601992707,0.22446885665743466,50.77662987825363,High
a43c,2002-05-18,-62.2135,-46.9043,-62.2857,-46.7882,-62.21863686210771,-46.864269348545264,8.433083076852375,2.152064491524698,0.5605592217535216,0.20252787359083646,41.734668248844756,Moderate
a43c,2002-05-19,-62.2857,-46.7882,-62.2857,-46.7882,-62.319698943206646,-46.69258662379676,6.221891252173594,6.221891252173594,0.4135781049906676,0.5855337560648021,48.23603654203214,Moderate
a43c,2002-05-20,-62.2857,-46.7882,-62.2571,-46.6947,-62.27685001521647,-46.747903208276114,3.5216211384597256,2.304804471903787,0.2340872474153964,0.2169020262058293,22.721315893156955,Low
a43c,2002-05-21,-62.2571,-46.6947,-62.2675,-46.5809,-62.239278074412105,-46.6630139141412,5.283740362512001,2.572698280221016,0.35121785930074095,0.24211314955288113,30.757597540159704,Moderate
a43c,2002-05-22,-62.2675,-46.5809,-62.2769,-46.512,-62.26617301664326,-46.496550894774515,1.4358284338306653,4.36714206871338,0.09544159142092903,0.41098582330075906,22.165928417286104,Low
a43c,2002-05-23,-62.2769,-46.512,-62.2769,-46.512,-62.27733744288774,-46.451761460994476,3.11636191405409,3.11636191405409,0.20714908098551582,0.2932765975547906,24.160008761322572,Low
a43c,2002-05-24,-62.2769,-46.512,-62.2994,-46.3652,-62.26965570118435,-46.47543429445031,6.590697339709751,2.0560562936487976,0.438093178721495,0.19349267216463828,34.025297609875224,Moderate
a43c,2002-05-25,-62.2994,-46.3652,-62.2994,-46.3652,-62.2938661221432,-46.3498405114039,1.004521986941004,1.004521986941004,0.06677202846246875,0.09453420322281672,7.787689836660794,Low
a43c,2002-05-26,-62.2994,-46.3652,-62.2789,-46.1612,-62.285258959297714,-46.29798764802214,7.109748974357541,3.8141638721112616,0.47259529114188614,0.35894579441641217,42.71354924516966,Moderate
a43c,2002-05-27,-62.2789,-46.1612,-62.2789,-46.1612,-62.261946167007046,-46.069278860467705,5.115903035086657,5.115903035086657,0.3400614695456126,0.48145070339362367,39.6617163084817,Moderate
a43c,2002-05-28,-62.2789,-46.1612,-62.2789,-46.1612,-62.265499972082,-46.12583313551289,2.35967644069554,2.35967644069554,0.15685110381719614,0.22206595284599379,18.29370434287152,Low
a43c,2002-05-29,-62.2789,-46.1612,-62.2789,-46.1612,-62.250803658124816,-46.17050831938187,3.1610866441156045,3.1610866441156045,0.21012199844025248,0.29748558130595376,24.5067431586533,Low
a43c,2002-05-30,-62.2789,-46.1612,-62.24,-46.0759,-62.22486273325119,-46.0990338259993,2.066240323453961,6.816313618801732,0.1373459809556875,0.6414740396400109,33.899720442941685,Moderate
a43c,2002-05-31,-62.24,-46.0759,-62.24,-46.0759,-62.2168870867504,-46.036942357487845,3.2679006071721295,3.2679006071721295,0.2172220769593086,0.3075376986532,25.334832563686515,Moderate
a43c,2002-06-01,-62.24,-46.0759,-62.24,-46.0759,-62.226528895958396,-46.04066160015657,2.3613572033003702,2.3613572033003702,0.15696282653700452,0.22222412713756723,18.30673467772296,Low
a43c,2002-06-02,-62.24,-46.0759,-62.24,-46.0759,-62.23215351064894,-46.055992702774006,1.3507482665068111,1.3507482665068111,0.08978618971942935,0.1271170893109796,10.471854955604945,Low
a43c,2002-06-03,-62.24,-46.0759,-62.24,-46.0759,-62.228782382806635,-46.069137023847105,1.2956047512300144,1.2956047512300144,0.08612072055155627,0.12192760779901009,10.04434754505378,Low
a43c,2002-06-04,-62.24,-46.0759,-62.24,-46.0759,-62.23076792003007,-46.016920438190624,3.2229458778360813,3.2229458778360813,0.21423387112034023,0.3033070699819231,24.98631506649734,Low
a43c,2002-06-05,-62.24,-46.0759,-62.2514,-45.988,-62.22795915783741,-46.06318712919355,4.685896472136572,1.492073535975662,0.3114783117515387,0.1404170189473354,24.305379462985734,Low
a43c,2002-06-06,-62.2514,-45.988,-62.2514,-45.988,-62.251080954636464,-45.94406706186504,2.2747657355315227,2.2747657355315227,0.1512069665104106,0.2140751214235659,17.635422847567273,Low
a43c,2002-06-07,-62.2514,-45.988,-62.276,-45.9228,-62.23930525146622,-45.9585072084877,4.479349533278055,2.0349472773561557,0.29774883817147785,0.1915061312407117,25.52517553991714,Moderate
a43c,2002-06-08,-62.276,-45.9228,-62.2575,-45.83,-62.28178640950351,-45.886619951943345,3.9843417041166354,1.9789102451837906,0.2648449522559848,0.18623256206427413,23.339999617930054,Low
a43c,2002-06-09,-62.2575,-45.83,-62.2575,-45.83,-62.24718243847229,-45.777385084852426,2.95561879703456,2.95561879703456,0.196464253650418,0.2781492805935485,22.91382644276702,Low
a43c,2002-06-10,-62.2575,-45.83,-62.2575,-45.83,-62.24222372360021,-45.802529354220326,2.215456491477372,2.215456491477372,0.14726459532933672,0.20849360882026235,17.175620072570695,Low
a43c,2002-06-11,-62.2575,-45.83,-62.2575,-45.83,-62.244860631729274,-45.82257225002252,1.4570935652604031,1.4570935652604031,0.09685511544483671,0.13712510129564276,11.296310978515914,Low
a43c,2002-06-12,-62.2575,-45.83,-62.2575,-45.83,-62.24527132197752,-45.82365922520799,1.3988311837378056,1.3988311837378056,0.09298233072942702,0.13164210750685076,10.844624144039653,Low
a43c,2002-06-13,-62.2575,-45.83,-62.2575,-45.83,-62.24606953402531,-45.82447781764054,1.3027655755237866,1.3027655755237866,0.08659671089300669,0.12260150327151417,10.099862784440969,Low
a43c,2002-06-14,-62.2575,-45.83,-62.2575,-45.83,-62.24623859170489,-45.83111733567273,1.2535468258620548,1.2535468258620548,0.08332506945954417,0.11796959342445937,9.718287904551024,Low
a43c,2002-06-15,-62.2575,-45.83,-62.2575,-45.83,-62.245823862733836,-45.82770888459797,1.3037341656887256,1.3037341656887256,0.08666109448132288,0.1226926559796503,10.107371908065385,Low
a43c,2002-06-16,-62.2575,-45.83,-62.2575,-45.83,-62.2443538154909,-45.80341355978368,2.0078404249536237,2.0078404249536237,0.13346405528799296,0.18895514208660136,15.566049000743632,Low
a43c,2002-06-17,-62.2575,-45.83,-62.2575,-45.83,-62.23402133827553,-45.83009135592201,2.610712353944657,2.610712353944657,0.1735378238317739,0.24569060252796354,20.239893531024975,Low
a43c,2002-06-18,-62.2575,-45.83,-62.2575,-45.83,-62.24166950668497,-45.82474936022001,1.7811386590845133,1.7811386590845133,0.11839486122365918,0.16762054604564824,13.80851351524548,Low
a43c,2002-06-19,-62.2575,-45.83,-62.2064,-45.9733,-62.24454492580726,-45.821979848723515,8.91453315997087,1.4991863514365267,0.5925619046924407,0.14108639637361892,41.1971701364912,Moderate
